,input_number,input,input_ensg,ensg_number,ortholog_name,ortholog_ensg,description
494,1683,Dynll1,ENSMUSG00000009013,1683.1.1,DYNLL1,ENSG00000088986,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476]
1884,1684,Tram1,ENSMUSG00000025935,1684.1.1,TRAM1,ENSG00000067167,translocation associated membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:20568]
1430,1685,Rbfox2,ENSMUSG00000033565,1685.1.1,RBFOX2,ENSG00000100320,RNA binding fox-1 homolog 2 [Source:HGNC Symbol;Acc:HGNC:9906]
1727,1686,Srsf1,ENSMUSG00000018379,1686.1.1,SRSF1,ENSG00000136450,serine and arginine rich splicing factor 1 [Source:HGNC Symbol;Acc:HGNC:10780]
1728,1686,Srsf1,ENSMUSG00000018379,1686.1.2,AC015813.2,ENSG00000266086,novel transcript
1729,1686,Srsf1,ENSMUSG00000098301,1686.2.1,N/A,N/A,N/A
578,1687,Faim,ENSMUSG00000032463,1687.1.1,N/A,N/A,N/A
2012,1688,Ybx3,ENSMUSG00000030189,1688.1.1,YBX3,ENSG00000060138,Y-box binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2428]
121,1689,Arpc5l,ENSMUSG00000026755,1689.1.1,ARPC5L,ENSG00000136950,actin related protein 2/3 complex subunit 5 like [Source:HGNC Symbol;Acc:HGNC:23366]
1609,1690,Serp1,ENSMUSG00000027808,1690.1.1,SERP1,ENSG00000120742,stress associated endoplasmic reticulum protein 1 [Source:HGNC Symbol;Acc:HGNC:10759]
1281,1691,Pmepa1,ENSMUSG00000038400,1691.1.1,PMEPA1,ENSG00000124225,"prostate transmembrane protein, androgen induced 1 [Source:HGNC Symbol;Acc:HGNC:14107]"
294,1692,Cdkn2d,ENSMUSG00000096472,1692.1.1,CDKN2D,ENSG00000129355,cyclin dependent kinase inhibitor 2D [Source:HGNC Symbol;Acc:HGNC:1790]
1948,1693,Upf3b,ENSMUSG00000036572,1693.1.1,UPF3B,ENSG00000125351,"UPF3B, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20439]"
1142,1694,Ndufs7,ENSMUSG00000020153,1694.1.1,NDUFS7,ENSG00000115286,NADH:ubiquinone oxidoreductase core subunit S7 [Source:HGNC Symbol;Acc:HGNC:7714]
1246,1695,Pgls,ENSMUSG00000031807,1695.1.1,AC010618.1,ENSG00000130313,6-phosphogluconolactonase [Source:NCBI gene;Acc:25796]
1288,1696,Pofut2,ENSMUSG00000020260,1696.1.1,POFUT2,ENSG00000186866,protein O-fucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:14683]
1192,1697,Nxn,ENSMUSG00000020844,1697.1.1,NXN,ENSG00000167693,nucleoredoxin [Source:HGNC Symbol;Acc:HGNC:18008]
1322,1698,Pqlc1,ENSMUSG00000034006,1698.1.1,PQLC1,ENSG00000122490,PQ loop repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:26188]
1517,1699,Rps15a,ENSMUSG00000008683,1699.1.1,RPS15A,ENSG00000134419,ribosomal protein S15a [Source:HGNC Symbol;Acc:HGNC:10389]
505,1700,Edn3,ENSMUSG00000027524,1700.1.1,EDN3,ENSG00000124205,endothelin 3 [Source:HGNC Symbol;Acc:HGNC:3178]
1501,1701,Rpl38,ENSMUSG00000057322,1701.1.1,RPL38,ENSG00000172809,ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]
1033,1702,Mpc2,ENSMUSG00000026568,1702.1.1,MPC2,ENSG00000143158,mitochondrial pyruvate carrier 2 [Source:HGNC Symbol;Acc:HGNC:24515]
1043,1703,Mrpl30,ENSMUSG00000026087,1703.1.1,MRPL30,ENSG00000185414,mitochondrial ribosomal protein L30 [Source:HGNC Symbol;Acc:HGNC:14036]
1044,1703,Mrpl30,ENSMUSG00000026087,1703.1.2,AC079447.1,ENSG00000241962,"novel protein, C2orf15-MRPL30-novel lincRNA readthrough"
968,1704,Map1lc3a,ENSMUSG00000027602,1704.1.1,MAP1LC3A,ENSG00000101460,microtubule associated protein 1 light chain 3 alpha [Source:HGNC Symbol;Acc:HGNC:6838]
1749,1705,Stat1,ENSMUSG00000026104,1705.1.1,STAT1,ENSG00000115415,signal transducer and activator of transcription 1 [Source:HGNC Symbol;Acc:HGNC:11362]
221,1706,Calm1,ENSMUSG00000001175,1706.1.1,CALM1,ENSG00000198668,calmodulin 1 [Source:HGNC Symbol;Acc:HGNC:1442]
1839,1707,Tmem167,ENSMUSG00000012422,1707.1.1,TMEM167A,ENSG00000174695,transmembrane protein 167A [Source:HGNC Symbol;Acc:HGNC:28330]
350,1708,Cnpy2,ENSMUSG00000025381,1708.1.1,AC073896.1,ENSG00000144785,novel protein
1026,1709,Mob2,ENSMUSG00000025147,1709.1.1,MOB2,ENSG00000182208,MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]
293,1710,Cdkn1c,ENSMUSG00000037664,1710.1.1,CDKN1C,ENSG00000129757,cyclin dependent kinase inhibitor 1C [Source:HGNC Symbol;Acc:HGNC:1786]
1869,1711,Tomm5,ENSMUSG00000078713,1711.1.1,N/A,N/A,N/A
652,1712,Gbp3,ENSMUSG00000028268,1712.1.1,GBP3,ENSG00000117226,guanylate binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4184]
875,1713,Kif26a,ENSMUSG00000021294,1713.1.1,KIF26A,ENSG00000066735,kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]
997,1714,Mdh2,ENSMUSG00000019179,1714.1.1,MDH2,ENSG00000146701,malate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:6971]
772,1715,Hnrnpdl,ENSMUSG00000029328,1715.1.1,HNRNPDL,ENSG00000152795,heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]
1783,1716,Tapbp,ENSMUSG00000024308,1716.1.1,TAPBP,ENSG00000231925,TAP binding protein [Source:HGNC Symbol;Acc:HGNC:11566]
579,1717,Fam107a,ENSMUSG00000021750,1717.1.1,FAM107A,ENSG00000168309,family with sequence similarity 107 member A [Source:HGNC Symbol;Acc:HGNC:30827]
670,1718,Glo1,ENSMUSG00000024026,1718.1.1,GLO1,ENSG00000124767,glyoxalase I [Source:HGNC Symbol;Acc:HGNC:4323]
522,1719,Eif3c,ENSMUSG00000030738,1719.1.1,EIF3C,ENSG00000184110,eukaryotic translation initiation factor 3 subunit C [Source:HGNC Symbol;Acc:HGNC:3279]
523,1719,Eif3c,ENSMUSG00000030738,1719.1.2,EIF3CL,ENSG00000205609,eukaryotic translation initiation factor 3 subunit C like [Source:HGNC Symbol;Acc:HGNC:26347]
1836,1720,Tmem123,ENSMUSG00000050912,1720.1.1,TMEM123,ENSG00000152558,transmembrane protein 123 [Source:HGNC Symbol;Acc:HGNC:30138]
662,1721,Gimap1,ENSMUSG00000090019,1721.1.1,GIMAP1,ENSG00000213203,"GTPase, IMAP family member 1 [Source:HGNC Symbol;Acc:HGNC:23237]"
1166,1722,Nme1,ENSMUSG00000037601,1722.1.1,NME1,ENSG00000239672,NME/NM23 nucleoside diphosphate kinase 1 [Source:HGNC Symbol;Acc:HGNC:7849]
1867,1723,Tomm20,ENSMUSG00000093904,1723.1.1,TOMM20,ENSG00000173726,translocase of outer mitochondrial membrane 20 [Source:HGNC Symbol;Acc:HGNC:20947]
900,1724,Lage3,ENSMUSG00000015289,1724.1.1,LAGE3,ENSG00000196976,L antigen family member 3 [Source:HGNC Symbol;Acc:HGNC:26058]
2004,1725,Xaf1,ENSMUSG00000040483,1725.1.1,XAF1,ENSG00000132530,XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]
1405,1726,Rala,ENSMUSG00000008859,1726.1.1,RALA,ENSG00000006451,RAS like proto-oncogene A [Source:HGNC Symbol;Acc:HGNC:9839]
1059,1727,mt-Co3,ENSMUSG00000064358,1727.1.1,MT-CO3,ENSG00000198938,mitochondrially encoded cytochrome c oxidase III [Source:HGNC Symbol;Acc:HGNC:7422]
1871,1728,Top1,ENSMUSG00000070544,1728.1.1,TOP1,ENSG00000198900,DNA topoisomerase I [Source:HGNC Symbol;Acc:HGNC:11986]
971,1729,Map2k2,ENSMUSG00000035027,1729.1.1,MAP2K2,ENSG00000126934,mitogen-activated protein kinase kinase 2 [Source:HGNC Symbol;Acc:HGNC:6842]
972,1729,Map2k2,ENSMUSG00000035027,1729.1.2,AC011005.1,ENSG00000230626,novel protein similar to mitogen-activated protein kinase kinase 2 MAP2K2
213,1730,Bzw1,ENSMUSG00000051223,1730.1.1,BZW1,ENSG00000082153,basic leucine zipper and W2 domains 1 [Source:HGNC Symbol;Acc:HGNC:18380]
1646,1731,Slc30a1,ENSMUSG00000037434,1731.1.1,SLC30A1,ENSG00000170385,solute carrier family 30 member 1 [Source:HGNC Symbol;Acc:HGNC:11012]
1647,1731,Slc30a1,ENSMUSG00000110850,1731.2.1,N/A,N/A,N/A
937,1732,Lrrc49,ENSMUSG00000047766,1732.1.1,LRRC49,ENSG00000137821,leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]
17,1733,Aamp,ENSMUSG00000006299,1733.1.1,AAMP,ENSG00000127837,angio associated migratory cell protein [Source:HGNC Symbol;Acc:HGNC:18]
675,1734,Gm16286,ENSMUSG00000024571,1734.1.1,N/A,N/A,N/A
1611,1735,Sesn1,ENSMUSG00000038332,1735.1.1,SESN1,ENSG00000080546,sestrin 1 [Source:HGNC Symbol;Acc:HGNC:21595]
1387,1736,Qdpr,ENSMUSG00000015806,1736.1.1,QDPR,ENSG00000151552,quinoid dihydropteridine reductase [Source:HGNC Symbol;Acc:HGNC:9752]
546,1737,Emc3,ENSMUSG00000030286,1737.1.1,EMC3,ENSG00000125037,ER membrane protein complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:23999]
462,1738,Dnajb11,ENSMUSG00000004460,1738.1.1,DNAJB11,ENSG00000090520,DnaJ heat shock protein family (Hsp40) member B11 [Source:HGNC Symbol;Acc:HGNC:14889]
463,1738,Dnajb11,ENSMUSG00000004460,1738.1.2,AC068631.2,ENSG00000283149,novel protein
297,1739,Cebpzos,ENSMUSG00000062691,1739.1.1,CEBPZOS,ENSG00000218739,CEBPZ opposite strand [Source:HGNC Symbol;Acc:HGNC:49288]
576,1740,Ewsr1,ENSMUSG00000009079,1740.1.1,EWSR1,ENSG00000182944,EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]
1368,1741,Pten,ENSMUSG00000013663,1741.1.1,PTEN,ENSG00000171862,phosphatase and tensin homolog [Source:HGNC Symbol;Acc:HGNC:9588]
663,1742,Gimap5,ENSMUSG00000043505,1742.1.1,GIMAP5,ENSG00000196329,"GTPase, IMAP family member 5 [Source:HGNC Symbol;Acc:HGNC:18005]"
664,1742,Gimap5,ENSMUSG00000043505,1742.1.2,GIMAP1-GIMAP5,ENSG00000281887,GIMAP1-GIMAP5 readthrough [Source:HGNC Symbol;Acc:HGNC:51257]
1757,1743,Stx12,ENSMUSG00000028879,1743.1.1,STX12,ENSG00000117758,syntaxin 12 [Source:HGNC Symbol;Acc:HGNC:11430]
129,1744,Atp1a1,ENSMUSG00000033161,1744.1.1,ATP1A1,ENSG00000163399,ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]
82,1745,Anp32e,ENSMUSG00000015749,1745.1.1,ANP32E,ENSG00000143401,acidic nuclear phosphoprotein 32 family member E [Source:HGNC Symbol;Acc:HGNC:16673]
386,1746,Cript,ENSMUSG00000024146,1746.1.1,CRIPT,ENSG00000119878,CXXC repeat containing interactor of PDZ3 domain [Source:HGNC Symbol;Acc:HGNC:14312]
127,1747,Atf4,ENSMUSG00000042406,1747.1.1,ATF4,ENSG00000128272,activating transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:786]
1305,1748,Ppm1g,ENSMUSG00000029147,1748.1.1,PPM1G,ENSG00000115241,"protein phosphatase, Mg2+/Mn2+ dependent 1G [Source:HGNC Symbol;Acc:HGNC:9278]"
1270,1749,Pla2g16,ENSMUSG00000060675,1749.1.1,PLA2G16,ENSG00000176485,phospholipase A2 group XVI [Source:HGNC Symbol;Acc:HGNC:17825]
1898,1750,Tspan3,ENSMUSG00000032324,1750.1.1,TSPAN3,ENSG00000140391,tetraspanin 3 [Source:HGNC Symbol;Acc:HGNC:17752]
1947,1751,Upf3a,ENSMUSG00000038398,1751.1.1,UPF3A,ENSG00000169062,"UPF3A, regulator of nonsense mediated mRNA decay [Source:HGNC Symbol;Acc:HGNC:20332]"
560,1752,Epn1,ENSMUSG00000035203,1752.1.1,EPN1,ENSG00000063245,epsin 1 [Source:HGNC Symbol;Acc:HGNC:21604]
1261,1753,Pin1,ENSMUSG00000032171,1753.1.1,PIN1,ENSG00000127445,"peptidylprolyl cis/trans isomerase, NIMA-interacting 1 [Source:HGNC Symbol;Acc:HGNC:8988]"
1041,1754,Mrpl23,ENSMUSG00000037772,1754.1.1,MRPL23,ENSG00000214026,mitochondrial ribosomal protein L23 [Source:HGNC Symbol;Acc:HGNC:10322]
610,1755,Fmnl3,ENSMUSG00000023008,1755.1.1,FMNL3,ENSG00000161791,formin like 3 [Source:HGNC Symbol;Acc:HGNC:23698]
531,1756,Eif4e,ENSMUSG00000028156,1756.1.1,EIF4E,ENSG00000151247,eukaryotic translation initiation factor 4E [Source:HGNC Symbol;Acc:HGNC:3287]
1197,1757,Ociad1,ENSMUSG00000029152,1757.1.1,OCIAD1,ENSG00000109180,OCIA domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16074]
831,1758,Immt,ENSMUSG00000052337,1758.1.1,IMMT,ENSG00000132305,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]
1837,1759,Tmem147,ENSMUSG00000006315,1759.1.1,TMEM147,ENSG00000105677,transmembrane protein 147 [Source:HGNC Symbol;Acc:HGNC:30414]
1573,1760,Sar1b,ENSMUSG00000020386,1760.1.1,SAR1B,ENSG00000152700,secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]
175,1761,Banf1,ENSMUSG00000024844,1761.1.1,BANF1,ENSG00000175334,barrier to autointegration factor 1 [Source:HGNC Symbol;Acc:HGNC:17397]
1895,1762,Tshz2,ENSMUSG00000047907,1762.1.1,TSHZ2,ENSG00000182463,teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]
1740,1763,Ssrp1,ENSMUSG00000027067,1763.1.1,SSRP1,ENSG00000149136,structure specific recognition protein 1 [Source:HGNC Symbol;Acc:HGNC:11327]
216,1764,C1qa,ENSMUSG00000036887,1764.1.1,C1QA,ENSG00000173372,complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]
473,1765,Dnm2,ENSMUSG00000033335,1765.1.1,DNM2,ENSG00000079805,dynamin 2 [Source:HGNC Symbol;Acc:HGNC:2974]
863,1766,Jmjd6,ENSMUSG00000056962,1766.1.1,JMJD6,ENSG00000070495,"jumonji domain containing 6, arginine demethylase and lysine hydroxylase [Source:HGNC Symbol;Acc:HGNC:19355]"
402,1767,Ctdsp2,ENSMUSG00000078429,1767.1.1,CTDSP2,ENSG00000175215,CTD small phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:17077]
407,1768,Ctnnd1,ENSMUSG00000034101,1768.1.1,CTNND1,ENSG00000198561,catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]
408,1768,Ctnnd1,ENSMUSG00000101645,1768.2.1,CTNND1,ENSG00000198561,catenin delta 1 [Source:HGNC Symbol;Acc:HGNC:2515]
200,1769,Brd7,ENSMUSG00000031660,1769.1.1,BRD7,ENSG00000166164,bromodomain containing 7 [Source:HGNC Symbol;Acc:HGNC:14310]
515,1770,Ehd2,ENSMUSG00000074364,1770.1.1,EHD2,ENSG00000024422,EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]
263,1771,Ccnt1,ENSMUSG00000011960,1771.1.1,CCNT1,ENSG00000129315,cyclin T1 [Source:HGNC Symbol;Acc:HGNC:1599]
1357,1772,Psmd1,ENSMUSG00000026229,1772.1.1,PSMD1,ENSG00000173692,"proteasome 26S subunit, non-ATPase 1 [Source:HGNC Symbol;Acc:HGNC:9554]"
456,1773,Dhx15,ENSMUSG00000029169,1773.1.1,DHX15,ENSG00000109606,DEAH-box helicase 15 [Source:HGNC Symbol;Acc:HGNC:2738]
36,1774,Add1,ENSMUSG00000029106,1774.1.1,ADD1,ENSG00000087274,adducin 1 [Source:HGNC Symbol;Acc:HGNC:243]
229,1775,Camk1,ENSMUSG00000030272,1775.1.1,CAMK1,ENSG00000134072,calcium/calmodulin dependent protein kinase I [Source:HGNC Symbol;Acc:HGNC:1459]
751,1776,Hipk3,ENSMUSG00000027177,1776.1.1,HIPK3,ENSG00000110422,homeodomain interacting protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:4915]
108,1777,Arid4a,ENSMUSG00000048118,1777.1.1,ARID4A,ENSG00000032219,AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]
1860,1778,Tnfrsf12a,ENSMUSG00000023905,1778.1.1,TNFRSF12A,ENSG00000006327,TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]
976,1779,Map7d1,ENSMUSG00000028849,1779.1.1,MAP7D1,ENSG00000116871,MAP7 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25514]
564,1780,Erh,ENSMUSG00000021131,1780.1.1,ERH,ENSG00000100632,"ERH, mRNA splicing and mitosis factor [Source:HGNC Symbol;Acc:HGNC:3447]"
565,1780,Erh,ENSMUSG00000063412,1780.2.1,N/A,N/A,N/A
1443,1781,Rela,ENSMUSG00000024927,1781.1.1,RELA,ENSG00000173039,"RELA proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9955]"
1496,1782,Rpl36,ENSMUSG00000057863,1782.1.1,N/A,N/A,N/A
409,1783,Ctsd,ENSMUSG00000007891,1783.1.1,CTSD,ENSG00000117984,cathepsin D [Source:HGNC Symbol;Acc:HGNC:2529]
410,1783,Ctsd,ENSMUSG00000007891,1783.1.2,AC068580.4,ENSG00000250644,novel protein
1106,1784,Nck1,ENSMUSG00000032475,1784.1.1,NCK1,ENSG00000158092,NCK adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:7664]
1758,1785,Stx4a,ENSMUSG00000030805,1785.1.1,STX4,ENSG00000103496,syntaxin 4 [Source:HGNC Symbol;Acc:HGNC:11439]
1458,1786,Rnaseh2c,ENSMUSG00000024925,1786.1.1,RNASEH2C,ENSG00000172922,ribonuclease H2 subunit C [Source:HGNC Symbol;Acc:HGNC:24116]
476,1787,Dock6,ENSMUSG00000032198,1787.1.1,DOCK6,ENSG00000130158,dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]
1707,1788,Spop,ENSMUSG00000057522,1788.1.1,N/A,N/A,N/A
358,1789,Copa,ENSMUSG00000026553,1789.1.1,COPA,ENSG00000122218,coatomer protein complex subunit alpha [Source:HGNC Symbol;Acc:HGNC:2230]
1586,1790,Sdf4,ENSMUSG00000029076,1790.1.1,SDF4,ENSG00000078808,stromal cell derived factor 4 [Source:HGNC Symbol;Acc:HGNC:24188]
325,1791,Cisd2,ENSMUSG00000028165,1791.1.1,CISD2,ENSG00000145354,CDGSH iron sulfur domain 2 [Source:HGNC Symbol;Acc:HGNC:24212]
1237,1792,Pdzd2,ENSMUSG00000022197,1792.1.1,PDZD2,ENSG00000133401,PDZ domain containing 2 [Source:HGNC Symbol;Acc:HGNC:18486]
748,1793,Hint2,ENSMUSG00000028470,1793.1.1,HINT2,ENSG00000137133,histidine triad nucleotide binding protein 2 [Source:HGNC Symbol;Acc:HGNC:18344]
575,1794,Evi5,ENSMUSG00000011831,1794.1.1,EVI5,ENSG00000067208,ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501]
1885,1795,Trappc3,ENSMUSG00000028847,1795.1.1,TRAPPC3,ENSG00000054116,trafficking protein particle complex 3 [Source:HGNC Symbol;Acc:HGNC:19942]
357,1796,Commd6,ENSMUSG00000075486,1796.1.1,COMMD6,ENSG00000188243,COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]
1292,1797,Polr2i,ENSMUSG00000019738,1797.1.1,POLR2I,ENSG00000105258,RNA polymerase II subunit I [Source:HGNC Symbol;Acc:HGNC:9196]
1194,1798,Oasl2,ENSMUSG00000029561,1798.1.1,N/A,N/A,N/A
311,1799,Chchd1,ENSMUSG00000063787,1799.1.1,CHCHD1,ENSG00000172586,coiled-coil-helix-coiled-coil-helix domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23518]
1687,1800,Snrpd3,ENSMUSG00000020180,1800.1.1,SNRPD3,ENSG00000100028,small nuclear ribonucleoprotein D3 polypeptide [Source:HGNC Symbol;Acc:HGNC:11160]
1361,1802,Psmd8,ENSMUSG00000030591,1802.1.1,PSMD8,ENSG00000099341,"proteasome 26S subunit, non-ATPase 8 [Source:HGNC Symbol;Acc:HGNC:9566]"
792,1803,Hspa12b,ENSMUSG00000074793,1803.1.1,HSPA12B,ENSG00000132622,heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193]
1366,1804,Ptbp1,ENSMUSG00000006498,1804.1.1,PTBP1,ENSG00000011304,polypyrimidine tract binding protein 1 [Source:HGNC Symbol;Acc:HGNC:9583]
1967,1805,Utp11,ENSMUSG00000028907,1805.1.1,UTP11,ENSG00000183520,"UTP11, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:24329]"
1104,1806,Nbdy,ENSMUSG00000086316,1806.1.1,N/A,N/A,N/A
1030,1807,Morf4l2,ENSMUSG00000031422,1807.1.1,MORF4L2,ENSG00000123562,mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]
439,1808,Ddah2,ENSMUSG00000007039,1808.1.1,DDAH2,ENSG00000213722,dimethylarginine dimethylaminohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:2716]
116,1809,Arl4a,ENSMUSG00000047446,1809.1.1,ARL4A,ENSG00000122644,ADP ribosylation factor like GTPase 4A [Source:HGNC Symbol;Acc:HGNC:695]
1764,1810,Sumo3,ENSMUSG00000020265,1810.1.1,SUMO3,ENSG00000184900,small ubiquitin-like modifier 3 [Source:HGNC Symbol;Acc:HGNC:11124]
845,1811,Ist1,ENSMUSG00000031729,1811.1.1,IST1,ENSG00000182149,"IST1, ESCRT-III associated factor [Source:HGNC Symbol;Acc:HGNC:28977]"
1739,1812,Ssr4,ENSMUSG00000002014,1812.1.1,SSR4,ENSG00000180879,signal sequence receptor subunit 4 [Source:HGNC Symbol;Acc:HGNC:11326]
1170,1813,Nos3,ENSMUSG00000028978,1813.1.1,NOS3,ENSG00000164867,nitric oxide synthase 3 [Source:HGNC Symbol;Acc:HGNC:7876]
1114,1814,Ndufa12,ENSMUSG00000020022,1814.1.1,NDUFA12,ENSG00000184752,NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]
592,1815,Fam76a,ENSMUSG00000028878,1815.1.1,FAM76A,ENSG00000009780,family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]
651,1816,Gbp2,ENSMUSG00000028270,1816.1.1,GBP2,ENSG00000162645,guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]
1396,1817,Rab28,ENSMUSG00000029128,1817.1.1,RAB28,ENSG00000157869,"RAB28, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9768]"
1347,1818,Psma4,ENSMUSG00000032301,1818.1.1,PSMA4,ENSG00000041357,proteasome subunit alpha 4 [Source:HGNC Symbol;Acc:HGNC:9533]
1785,1819,Tax1bp3,ENSMUSG00000040158,1819.1.1,TAX1BP3,ENSG00000213977,Tax1 binding protein 3 [Source:HGNC Symbol;Acc:HGNC:30684]
364,1820,Cox14,ENSMUSG00000023020,1820.1.1,COX14,ENSG00000178449,cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]
1655,1821,Slc48a1,ENSMUSG00000081534,1821.1.1,SLC48A1,ENSG00000211584,solute carrier family 48 member 1 [Source:HGNC Symbol;Acc:HGNC:26035]
1073,1822,Mtch2,ENSMUSG00000027282,1822.1.1,MTCH2,ENSG00000109919,mitochondrial carrier 2 [Source:HGNC Symbol;Acc:HGNC:17587]
1074,1822,Mtch2,ENSMUSG00000111714,1822.2.1,N/A,N/A,N/A
1291,1823,Polr2c,ENSMUSG00000031783,1823.1.1,POLR2C,ENSG00000102978,RNA polymerase II subunit C [Source:HGNC Symbol;Acc:HGNC:9189]
1110,1824,Ndrg1,ENSMUSG00000005125,1824.1.1,NDRG1,ENSG00000104419,N-myc downstream regulated 1 [Source:HGNC Symbol;Acc:HGNC:7679]
1040,1825,Mrpl20,ENSMUSG00000029066,1825.1.1,MRPL20,ENSG00000242485,mitochondrial ribosomal protein L20 [Source:HGNC Symbol;Acc:HGNC:14478]
1204,1826,Ostc,ENSMUSG00000041084,1826.1.1,OSTC,ENSG00000198856,oligosaccharyltransferase complex non-catalytic subunit [Source:HGNC Symbol;Acc:HGNC:24448]
1998,1827,Wdr1,ENSMUSG00000005103,1827.1.1,WDR1,ENSG00000071127,WD repeat domain 1 [Source:HGNC Symbol;Acc:HGNC:12754]
844,1828,Isg15,ENSMUSG00000035692,1828.1.1,ISG15,ENSG00000187608,ISG15 ubiquitin-like modifier [Source:HGNC Symbol;Acc:HGNC:4053]
203,1829,Bri3,ENSMUSG00000047843,1829.1.1,BRI3,ENSG00000164713,brain protein I3 [Source:HGNC Symbol;Acc:HGNC:1109]
1980,1830,Vcp,ENSMUSG00000028452,1830.1.1,VCP,ENSG00000165280,valosin containing protein [Source:HGNC Symbol;Acc:HGNC:12666]
86,1831,Ap1s1,ENSMUSG00000004849,1831.1.1,AP1S1,ENSG00000106367,adaptor related protein complex 1 subunit sigma 1 [Source:HGNC Symbol;Acc:HGNC:559]
1326,1832,Prdx6,ENSMUSG00000026701,1832.1.1,PRDX6,ENSG00000117592,peroxiredoxin 6 [Source:HGNC Symbol;Acc:HGNC:16753]
5,1833,1500011K16Rik,N/A,1833.1.1,N/A,N/A,N/A
112,1834,Arl1,ENSMUSG00000060904,1834.1.1,ARL1,ENSG00000120805,ADP ribosylation factor like GTPase 1 [Source:HGNC Symbol;Acc:HGNC:692]
179,1835,BC005624,ENSMUSG00000026851,1835.1.1,C9orf78,ENSG00000136819,chromosome 9 open reading frame 78 [Source:HGNC Symbol;Acc:HGNC:24932]
166,1836,Aurkaip1,ENSMUSG00000065990,1836.1.1,AURKAIP1,ENSG00000175756,aurora kinase A interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:24114]
482,1837,Dpy30,ENSMUSG00000024067,1837.1.1,DPY30,ENSG00000162961,"dpy-30, histone methyltransferase complex regulatory subunit [Source:HGNC Symbol;Acc:HGNC:24590]"
265,1838,Cct4,ENSMUSG00000007739,1838.1.1,CCT4,ENSG00000115484,chaperonin containing TCP1 subunit 4 [Source:HGNC Symbol;Acc:HGNC:1617]
1620,1839,Sft2d1,ENSMUSG00000069899,1839.1.1,SFT2D1,ENSG00000198818,SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]
1621,1839,Sft2d1,ENSMUSG00000073468,1839.2.1,SFT2D1,ENSG00000198818,SFT2 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21102]
1568,1840,Safb,ENSMUSG00000071054,1840.1.1,SAFB,ENSG00000160633,scaffold attachment factor B [Source:HGNC Symbol;Acc:HGNC:10520]
